"","deputy_name","deputy_state","political_party","refund_description","company_name","company_id","refund_date","refund_value"
"89","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","J.A. SOBRAL & CIA LTDA",13799101000100,"2016-08-09T00:00:00",100
"90","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","J&J COMBUSTÍVEIS LTDA",6115130000160,"2016-12-17T00:00:00",168.05
"91","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","ITAPOAN DISTRIBUIDORA DE DER. DE PETROLEO",1984610000130,"2016-06-22T00:00:00",140
"92","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","HP COMERCIO E DERIVADOS DE PETROLEO LTDA",2818012000400,"2016-04-29T00:00:00",183.71
"93","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","HP COMERCIO E DERIVADOS DE PETROLEO LTDA",2818012000320,"2016-11-10T00:00:00",50
"94","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","HP COMERCIO E DERIVADOS DE PETROLEO LTDA",2818012000230,"2016-12-09T00:00:00",50
"95","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","HP COMERCIO E DERIVADOS DE PETROLEO LTDA",2818012000230,"2016-11-11T00:00:00",50
"96","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","HP COMÉRCIO E DERIVADOS DE PETRÓLEO LTDA",2818012000230,"2016-04-26T00:00:00",20
"97","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","HIPER POSTO CAMINHO DAS ÁRVORES LTDA",34276766000100,"2016-08-02T00:00:00",50
"98","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","HIPER POSTO CAMINHO DAS ÁRVORES LTDA",34276766000100,"2016-01-14T00:00:00",50
"99","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","GRAZIELY ALMEIDA EVANGELISTA EPP",20133555000100,"2016-10-02T00:00:00",165
"100","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","GRAZIELY ALMEIDA EVANGELISTA EPP",20133555000100,"2016-04-17T00:00:00",166
"101","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","FRATELLI POSTO DE COMBUSTIVEIS LTDA",8884038000190,"2016-07-07T00:00:00",50
"102","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","JK COMBUSTIVEIS",8202116000120,"2016-04-07T01:00:00",50
